
Sample:   c= .0000 mg/ml  Code: NAPI
  1.013830e+00   1.119790e+04   4.645673e+02
  1.016470e+00   1.039255e+04   4.451678e+02
  1.019120e+00   1.023423e+04   4.441276e+02
  1.021760e+00   1.008004e+04   4.407693e+02
  1.024400e+00   1.021761e+04   4.442437e+02
  1.027050e+00   1.011027e+04   4.455115e+02
  1.029690e+00   1.070418e+04   4.551882e+02
  1.032330e+00   1.074602e+04   4.615810e+02
  1.034980e+00   1.062343e+04   4.584350e+02
  1.037620e+00   9.889464e+03   4.418287e+02
  1.040260e+00   1.017700e+04   4.484522e+02
  1.042910e+00   1.168319e+04   4.618185e+02
  1.045550e+00   1.090072e+04   4.506894e+02
  1.048190e+00   9.904946e+03   4.235049e+02
  1.050840e+00   1.057061e+04   4.344495e+02
  1.053480e+00   1.068925e+04   4.349395e+02
  1.056120e+00   1.016048e+04   4.197256e+02
  1.058770e+00   9.839327e+03   4.150470e+02
  1.061410e+00   1.078464e+04   4.313857e+02
  1.064050e+00   1.029873e+04   4.197449e+02
  1.066700e+00   1.058830e+04   4.231936e+02
  1.069340e+00   9.887989e+03   4.074275e+02
  1.071980e+00   1.011157e+04   4.145338e+02
  1.074630e+00   1.021291e+04   4.095004e+02
  1.077270e+00   1.015222e+04   4.120657e+02
  1.079910e+00   1.033031e+04   4.122243e+02
  1.082560e+00   9.730575e+03   3.959315e+02
  1.085200e+00   9.984827e+03   4.036127e+02
  1.087840e+00   9.418213e+03   3.867597e+02
  1.090490e+00   1.106528e+04   4.227824e+02
  1.093130e+00   1.001655e+04   3.993858e+02
  1.095770e+00   1.050090e+04   4.087469e+02
  1.098420e+00   1.082522e+04   4.139126e+02
  1.101060e+00   1.020619e+04   4.003198e+02
  1.103700e+00   1.077457e+04   4.134899e+02
  1.106350e+00   1.096863e+04   4.142796e+02
  1.108990e+00   1.012539e+04   3.956316e+02
  1.111630e+00   1.016768e+04   3.957764e+02
  1.114280e+00   1.017232e+04   3.953584e+02
  1.116920e+00   9.867829e+03   3.934561e+02
  1.119560e+00   1.008523e+04   3.905017e+02
  1.122210e+00   1.004080e+04   3.926264e+02
  1.124850e+00   1.094256e+04   4.086576e+02
  1.127490e+00   1.019020e+04   3.948621e+02
  1.130140e+00   1.029955e+04   3.973136e+02
  1.132780e+00   9.927264e+03   3.875945e+02
  1.135420e+00   1.134419e+04   4.145078e+02
  1.138070e+00   1.015294e+04   3.904978e+02
  1.140710e+00   1.016739e+04   3.919242e+02
  1.143350e+00   1.044320e+04   3.967042e+02
  1.146000e+00   1.037294e+04   3.929032e+02
  1.148640e+00   1.086234e+04   4.050970e+02
  1.151280e+00   1.036378e+04   3.914346e+02
  1.153930e+00   9.880338e+03   3.831431e+02
  1.156570e+00   1.000727e+04   3.843268e+02
  1.159220e+00   1.003809e+04   3.838160e+02
  1.161860e+00   1.003722e+04   3.863326e+02
  1.164500e+00   1.024593e+04   3.847941e+02
  1.167150e+00   1.065122e+04   3.958495e+02
  1.169790e+00   9.958631e+03   3.782971e+02
  1.172430e+00   9.906546e+03   3.798987e+02
  1.175080e+00   1.031446e+04   3.876413e+02
  1.177720e+00   9.708519e+03   3.720313e+02
  1.180360e+00   9.795303e+03   3.773010e+02
  1.183010e+00   9.516484e+03   3.684797e+02
  1.185650e+00   1.089316e+04   3.964428e+02
  1.188290e+00   9.565030e+03   3.689791e+02
  1.190940e+00   9.921287e+03   3.744548e+02
  1.193580e+00   1.011128e+04   3.802739e+02
  1.196220e+00   1.005585e+04   3.758049e+02
  1.198870e+00   1.004681e+04   3.765200e+02
  1.201510e+00   9.618482e+03   3.669680e+02
  1.204150e+00   1.067381e+04   3.871798e+02
  1.206800e+00   1.033501e+04   3.817324e+02
  1.209440e+00   1.041267e+04   3.794589e+02
  1.212080e+00   1.001050e+04   3.743715e+02
  1.214730e+00   1.104447e+04   3.917071e+02
  1.217370e+00   1.058183e+04   3.820878e+02
  1.220010e+00   1.030002e+04   3.771104e+02
  1.222660e+00   9.941816e+03   3.667094e+02
  1.225300e+00   1.030205e+04   3.774378e+02
  1.227940e+00   9.907726e+03   3.687274e+02
  1.230590e+00   1.062498e+04   3.806794e+02
  1.233230e+00   1.045337e+04   3.774494e+02
  1.235870e+00   1.033371e+04   3.728857e+02
  1.238520e+00   9.991522e+03   3.692973e+02
  1.241160e+00   1.013118e+04   3.701854e+02
  1.243800e+00   1.070301e+04   3.779363e+02
  1.246450e+00   1.010497e+04   3.687357e+02
  1.249090e+00   9.790589e+03   3.633629e+02
  1.251730e+00   1.044574e+04   3.754645e+02
  1.254380e+00   1.042795e+04   3.703074e+02
  1.257020e+00   9.878256e+03   3.636236e+02
  1.259660e+00   1.008189e+04   3.645116e+02
  1.262310e+00   1.063680e+04   3.760677e+02
  1.264950e+00   1.008584e+04   3.663340e+02
  1.267590e+00   1.016425e+04   3.634727e+02
  1.270240e+00   1.019693e+04   3.660486e+02
  1.272880e+00   9.851466e+03   3.590074e+02
  1.275520e+00   1.004660e+04   3.634732e+02
  1.278170e+00   1.023678e+04   3.639781e+02
  1.280810e+00   1.023087e+04   3.658552e+02
  1.283450e+00   1.028500e+04   3.661556e+02
  1.286100e+00   9.930604e+03   3.581067e+02
  1.288740e+00   1.019971e+04   3.635805e+02
  1.291380e+00   1.019379e+04   3.597309e+02
  1.294030e+00   1.038318e+04   3.671008e+02
  1.296670e+00   1.024790e+04   3.639136e+02
  1.299310e+00   1.022464e+04   3.601477e+02
  1.301960e+00   1.016289e+04   3.593122e+02
  1.304600e+00   1.035107e+04   3.614752e+02
  1.307240e+00   1.046120e+04   3.668904e+02
  1.309890e+00   1.048360e+04   3.630172e+02
  1.312530e+00   1.041419e+04   3.625755e+02
  1.315180e+00   9.777433e+03   3.500883e+02
  1.317820e+00   1.041599e+04   3.604601e+02
  1.320460e+00   1.083297e+04   3.687586e+02
  1.323110e+00   1.018224e+04   3.532181e+02
  1.325750e+00   1.047732e+04   3.606443e+02
  1.328390e+00   9.744258e+03   3.462471e+02
  1.331040e+00   1.048857e+04   3.584919e+02
  1.333680e+00   1.043087e+04   3.594715e+02
  1.336320e+00   1.062987e+04   3.589451e+02
  1.338970e+00   1.022389e+04   3.555196e+02
  1.341610e+00   1.034004e+04   3.565531e+02
  1.344250e+00   1.055002e+04   3.574739e+02
  1.346900e+00   1.044582e+04   3.570307e+02
  1.349540e+00   1.024737e+04   3.506579e+02
  1.352180e+00   1.065741e+04   3.617362e+02
  1.354830e+00   1.031629e+04   3.530160e+02
  1.357470e+00   9.818909e+03   3.452145e+02
  1.360110e+00   1.009957e+04   3.503503e+02
  1.362760e+00   1.039317e+04   3.556469e+02
  1.365400e+00   1.008272e+04   3.512481e+02
  1.368040e+00   1.070156e+04   3.569168e+02
  1.370690e+00   1.025932e+04   3.525145e+02
  1.373330e+00   1.061720e+04   3.593379e+02
  1.375970e+00   1.014248e+04   3.493256e+02
  1.378620e+00   1.015557e+04   3.506094e+02
  1.381260e+00   1.038332e+04   3.512209e+02
  1.383900e+00   1.035579e+04   3.533351e+02
  1.386550e+00   9.950155e+03   3.449595e+02
  1.389190e+00   1.060360e+04   3.556332e+02
  1.391830e+00   9.967508e+03   3.441166e+02
  1.394480e+00   9.962217e+03   3.441391e+02
  1.397120e+00   1.031426e+04   3.519180e+02
  1.399760e+00   1.054139e+04   3.529517e+02
  1.402410e+00   9.631770e+03   3.359466e+02
  1.405050e+00   1.026621e+04   3.494660e+02
  1.407690e+00   1.011595e+04   3.457560e+02
  1.410340e+00   1.028989e+04   3.490605e+02
  1.412980e+00   9.570876e+03   3.342295e+02
  1.415620e+00   1.003396e+04   3.425539e+02
  1.418270e+00   1.071388e+04   3.559449e+02
  1.420910e+00   1.072622e+04   3.544042e+02
  1.423550e+00   9.274196e+03   3.295442e+02
  1.426200e+00   1.095015e+04   3.571544e+02
  1.428840e+00   1.050748e+04   3.498608e+02
  1.431480e+00   1.022629e+04   3.449241e+02
  1.434130e+00   9.951332e+03   3.379649e+02
  1.436770e+00   1.036410e+04   3.470159e+02
  1.439410e+00   9.828756e+03   3.389226e+02
  1.442060e+00   1.054872e+04   3.493031e+02
  1.444700e+00   1.030924e+04   3.457609e+02
  1.447340e+00   1.021085e+04   3.409303e+02
  1.449990e+00   9.851366e+03   3.369096e+02
  1.452630e+00   9.673217e+03   3.339565e+02
  1.455270e+00   1.047262e+04   3.465932e+02
  1.457920e+00   1.013467e+04   3.393337e+02
  1.460560e+00   1.054838e+04   3.460810e+02
  1.463200e+00   1.014795e+04   3.415056e+02
  1.465850e+00   9.624201e+03   3.308868e+02
  1.468490e+00   1.130955e+04   3.592597e+02
  1.471140e+00   1.001063e+04   3.355572e+02
  1.473780e+00   1.037246e+04   3.446018e+02
  1.476420e+00   9.939093e+03   3.356193e+02
  1.479070e+00   1.027419e+04   3.405861e+02
  1.481710e+00   1.035890e+04   3.405987e+02
  1.484350e+00   1.009013e+04   3.361510e+02
  1.487000e+00   1.034090e+04   3.429859e+02
